base_property_id,census_year,name,business_address,number_of_patrons,latitude,longitude,clue_area
101130,2023,The Carlton Hotel,"Levels 1,2 & 4 193-199 Bourke Street MELBOURNE VIC 3000",366,-37.81320441548179,144.9676457082,Melbourne (CBD)
105675,2023,Seamstress,113 Lonsdale Street MELBOURNE VIC 3000,160,-37.8105653381264,144.9690110808,Melbourne (CBD)
107987,2015,Banter Wine Bar,"Ground , 562 Queensberry Street NORTH MELBOURNE 3051",50,-37.802718662022784,144.94871248665,North Melbourne
106435,2016,The Trust,"Unit 1, 29 Market Street MELBOURNE 3000",350,-37.818646932212395,144.96042989133713,Melbourne (CBD)
105934,2016,Cafe De Tuscany,429 Little Collins Street MELBOURNE 3000,117,-37.816279944614735,144.9604614374315,Melbourne (CBD)
108977,2019,HiHou,"Level 1, 1 Spring Street MELBOURNE 3000",80,-37.814545339350005,144.97410115885282,Melbourne (CBD)
101218,2019,Fireflies Club,"Level 1, 118-122 Bourke Street MELBOURNE 3000",72,-37.81207458095632,144.96954824555002,Melbourne (CBD)
103993,2020,Waterside Hotel,Waterside Hotel 508-514 Flinders Street MELBOURNE VIC 3000,983,-37.82016599807918,144.9571504476,Melbourne (CBD)
104824,2021,Highlander Bar,11A Highlander Lane MELBOURNE VIC 3000,202,-37.81970313945506,144.95797023355,Melbourne (CBD)
109315,2010,Bunker Lounge Bar,"Unit 1, Basement , 407 Swanston Street MELBOURNE 3000",92,-37.8089556346,144.9631826685038,Melbourne (CBD)
101152,2012,High Fidelity,"Part Ground , 461 Bourke Street MELBOURNE 3000",500,-37.81549193254675,144.96017288029998,Melbourne (CBD)
102118,2016,Paloma,"Unit 4, Ground , 480 Collins Street MELBOURNE 3000",80,-37.817651578674486,144.95796258952458,Melbourne (CBD)
108991,2016,Elm's Family Hotel,Part 267-271 Spring Street MELBOURNE 3000,200,-37.808610073043155,144.97145390976615,Melbourne (CBD)
108642,2016,Commodity Cafe,"Part Ground , 499 St Kilda Road MELBOURNE 3004",150,-37.84331889873595,144.97908599467,Melbourne (Remainder)
102198,2019,Playground,"Basement , 22-26 Corrs Lane MELBOURNE 3000",50,-37.81099753385,144.968324247882,Melbourne (CBD)
101180,2023,The Douglas Club,472 Bourke Street MELBOURNE VIC 3000,50,-37.81486039782858,144.9595996598,Melbourne (CBD)
101206,2023,Heroes Bar,188 Bourke Street MELBOURNE VIC 3000,302,-37.81269719786064,144.9676138651,Melbourne (CBD)
101214,2023,FM Karaoke Bar,Pt Gnd & Levels 1-2 146 Bourke Street MELBOURNE VIC 3000,100,-37.812354270077144,144.96874244775,Melbourne (CBD)
105875,2023,Beneath Driver Lane,Basement 318 Little Bourke Street MELBOURNE VIC 3000,118,-37.81292588925007,144.96312748625002,Melbourne (CBD)
109952,2023,Manchuria,Level 1 7-9 Waratah Place MELBOURNE VIC 3000,80,-37.8116248871,144.96699031789075,Melbourne (CBD)
103507,2023,The Courthouse Hotel North Melbourne,Court House Hotel 86-90 Errol Street NORTH MELBOURNE VIC 3051,50,-37.802877740149995,144.94995536554424,North Melbourne
109643,2023,Life's Too Short Bar,"Shop 3, 166 Albert Street EAST MELBOURNE VIC 3002",40,-37.81004732904999,144.9856242014758,East Melbourne
110477,2023,Groove Live Bar and Terrace,"Shop 71, Ground 8 Whiteman Street SOUTHBANK VIC 3006",600,-37.8231615915,144.95833415319856,Southbank
