trading_name,business_address,num_patrons,longitude,latitude,clue_area,capacity_category,census_year
Dom's,Level 1- 2 & Rooftop 301 Swanston Street MELBOURNE VIC 3000,250,144.96419264487724,-37.8110777883,Melbourne (CBD),Large (150+),2023
Jankara Karaoke,Ground 300 Russell Street MELBOURNE VIC 3000,80,144.96690504910487,-37.80951656,Melbourne (CBD),Medium (50-149),2023
Kicks,446 Elizabeth Street MELBOURNE VIC 3000,365,144.96085872234173,-37.8083080579,Melbourne (CBD),Large (150+),2023
Meet Sando,507 Elizabeth Street MELBOURNE VIC 3000,20,144.9576272223,-37.807832574221266,Melbourne (CBD),Small (< 50),2023
El Giza Bar & Lounge,152-154 Lygon Street CARLTON VIC 3053,123,144.96674436844162,-37.80359331565,Carlton,Medium (50-149),2023
Albion Hotel,171-173 Curzon Street NORTH MELBOURNE VIC 3051,100,144.94855064566946,-37.7988987402,North Melbourne,Medium (50-149),2023
The Drunken Poet,Ground 65 Peel Street WEST MELBOURNE VIC 3003,50,144.9554972915016,-37.8066676736,West Melbourne (Residential),Medium (50-149),2023
The Cloakroom Bar,Level 46 105 Clarendon Street SOUTHBANK VIC 3006,50,144.9582569877917,-37.8271311269,Southbank,Medium (50-149),2023
Belgian Beer Cafe Melbourne,5 Riverside Quay SOUTHBANK VIC 3006,638,144.9645386201,-37.82168057084684,Southbank,Large (150+),2023
Lumia Bar,"Shop 73, Ground 8 Whiteman Street SOUTHBANK VIC 3006",140,144.95833415319856,-37.8231615915,Southbank,Medium (50-149),2023
Menzies Tavern,"Part Level 1, 525 Collins Street MELBOURNE 3000",200,144.9574852972072,-37.81756404569752,Melbourne (CBD),Large (150+),2007
Redback Brewery Hotel,75 Flemington Road NORTH MELBOURNE 3051,650,144.9533476439841,-37.798950608050006,North Melbourne,Large (150+),2008
Testing Ground,1-23 City Road SOUTHBANK VIC 3006,500,144.96752308838842,-37.8213758077,Southbank,Large (150+),2022
Network Public Bar & Pizzeria,"Shop 4-5, Ground 99 Spencer Street DOCKLANDS VIC 3008",325,144.9522268972,-37.818411730415505,Docklands,Large (150+),2022
KSR Art Bar,Level 1 62-66 King Street MELBOURNE VIC 3000,240,144.95714694640196,-37.81874468575,Melbourne (CBD),Large (150+),2023
European Bier Cafe,114-122 Exhibition Street MELBOURNE VIC 3000,735,144.9711969512,-37.81286229010783,Melbourne (CBD),Large (150+),2023
Charlie's Bar,Basement 67 Hardware Lane MELBOURNE VIC 3000,143,144.96090810025532,-37.8132346375,Melbourne (CBD),Medium (50-149),2023
Kirk's Public Bar,382 Little Bourke Street MELBOURNE VIC 3000,98,144.96132807458443,-37.8135435217,Melbourne (CBD),Medium (50-149),2023
Union Electric Bar & Rooftop Gin Garden,13 Heffernan Lane MELBOURNE VIC 3000,100,144.9665916738665,-37.8118017467,Melbourne (CBD),Medium (50-149),2023
HATS AND TATTS CITY,Level 1 246 Russell Street MELBOURNE VIC 3000,197,144.9673253507496,-37.81047428985,Melbourne (CBD),Large (150+),2023
SEAFOOD MINGLE,Level 1 272-282 Lonsdale Street MELBOURNE VIC 3000,50,144.96399639656,-37.81152916515,Melbourne (CBD),Medium (50-149),2023
Music Room,Level 1 270 Lonsdale Street MELBOURNE VIC 3000,70,144.96414510925,-37.81148566819091,Melbourne (CBD),Medium (50-149),2023
Ballers Clubhouse,171-175 Elgin Street CARLTON VIC 3053,200,144.96870745552718,-37.79750606065,Carlton,Large (150+),2023
Bar Bellamy,164 Rathdowne Street CARLTON VIC 3053,47,144.97113272902246,-37.7954766408,Carlton,Small (< 50),2023
Hotel Spencer Bar & Grill,Ground 475 Spencer Street WEST MELBOURNE VIC 3003,150,144.94925101372155,-37.80956895705,West Melbourne (Residential),Large (150+),2023
The Press Club Restuarant & Bar Pty Ltd,68-74 Flinders Street MELBOURNE 3000,90,144.97272087713685,-37.81546171375,Melbourne (CBD),Medium (50-149),2010
Purple Emerald,"Ground , 191 Flinders Street MELBOURNE 3000",100,144.96856313955965,-37.81660267105,Melbourne (CBD),Medium (50-149),2011
Rainbow Karaoke,"Part Level 2, 206 Bourke Street MELBOURNE 3000",400,144.96687115185,-37.81267380947152,Melbourne (CBD),Large (150+),2017
White Lane by Food & Desire,"Level 2, 31 Flinders Lane MELBOURNE 3000",250,144.97329295039998,-37.81489767993339,Melbourne (CBD),Large (150+),2019
The Croft Institute,21-25 Croft Alley MELBOURNE 3000,250,144.9690874996,-37.81206333412739,Melbourne (CBD),Large (150+),2019
Sister Bella,9 Drewery Place MELBOURNE 3000,80,144.96381670235,-37.81135526921891,Melbourne (CBD),Medium (50-149),2019
Metropolitan Hotel,42 Courtney Street NORTH MELBOURNE 3051,100,144.95409885643846,-37.80143001585,North Melbourne,Medium (50-149),2019
The Backlot Studios,65-71 Haig Street SOUTHBANK VIC 3006,78,144.956556491421,-37.827885359350006,Southbank,Medium (50-149),2019
Mama Rumaan,"Shed 9, Part  Harbour Esplanade DOCKLANDS 3008",60,144.9436688253851,-37.81648918185,Docklands,Medium (50-149),2019
Angel Music Bar,12 Bourke Street MELBOURNE VIC 3000,125,144.97250851245002,-37.81124810433032,Melbourne (CBD),Medium (50-149),2021
Transport Hotel,"Tenancy 29, Ground 2 Swanston Street MELBOURNE VIC 3000",500,144.96994164279243,-37.817777826050005,Melbourne (CBD),Large (150+),2023
Transit Rooftop Bar,"Tenancy 29, Level 2 2 Swanston Street MELBOURNE VIC 3000",200,144.96994164279243,-37.817777826050005,Melbourne (CBD),Large (150+),2023
State Of Grace,"Basement , Ground & Rooftop 27 King Street MELBOURNE VIC 3000",245,144.95694857715296,-37.81975555235,Melbourne (CBD),Large (150+),2023
Forum Theatre Bar,Part Ground 150-162 Flinders Street MELBOURNE VIC 3000,1500,144.9693864777,-37.81648558712138,Melbourne (CBD),Large (150+),2023
Saint & Rogue,582-584 Little Collins Street MELBOURNE VIC 3000,300,144.9553519104,-37.81741895875304,Melbourne (CBD),Large (150+),2023
The King Hotel,Part Ground 120 King Street MELBOURNE VIC 3000,500,144.95640730085,-37.81703244725573,Melbourne (CBD),Large (150+),2023
Tokyo Hustle,Level 2 59-63 Bourke Street MELBOURNE VIC 3000,150,144.9715655659,-37.81212342700134,Melbourne (CBD),Large (150+),2023
Loop Project Space & Bar,Ground 19-23 Meyers Place MELBOURNE VIC 3000,152,144.97210850771285,-37.812152294499995,Melbourne (CBD),Large (150+),2023
Whitehart,Rear 359 Lonsdale Street MELBOURNE VIC 3000,200,144.96187567925,-37.81275160036885,Melbourne (CBD),Large (150+),2023
Dodee Bbq,Level 1 243-249 Swanston Street MELBOURNE VIC 3000,300,144.9647362546334,-37.8123009589,Melbourne (CBD),Large (150+),2023
Rooftop Bar,"Unit S15, Level 7 252 Swanston Street MELBOURNE VIC 3000",200,144.965271426409,-37.81199286335,Melbourne (CBD),Large (150+),2023
The Meeting Place,"Gnd, Bmt & Level 2 315-321 Elizabeth Street MELBOURNE VIC 3000",250,144.9614594138,-37.81122099959329,Melbourne (CBD),Large (150+),2023
Patsys Melbourne,211-213 Franklin Street MELBOURNE VIC 3000,56,144.9578403302,-37.80968258858312,Melbourne (CBD),Medium (50-149),2023
Capitano,Ground 421 Rathdowne Street CARLTON VIC 3053,100,144.97042686285,-37.7965204303913,Carlton,Medium (50-149),2023
Central Club Hotel,240-248 Victoria Street NORTH MELBOURNE VIC 3051,150,144.9581226029875,-37.80591122515,North Melbourne,Large (150+),2023
The Last Chance Rock & Roll Bar,238 Victoria Street MELBOURNE VIC 3000,180,144.95858732700793,-37.80593323695,North Melbourne,Large (150+),2023
Ponyfish Island,Kiosk Evan Walker Bridge SOUTHBANK VIC 3006,150,144.96506466805,-37.81983184253183,Southbank,Large (150+),2023
The Pub at Crown,Part Casino 8 Whiteman Street SOUTHBANK VIC 3006,650,144.95833415319856,-37.8231615915,Southbank,Large (150+),2023
Australia On Collins Bar,"Shop 121, Basement , 260 Collins Street MELBOURNE 3000",11,144.96491857864146,-37.81541503501324,Melbourne (CBD),Small (< 50),2003
Nieuw Amsterdam,"Unit 1, 106-112 Hardware Street MELBOURNE 3000",200,144.96068072411532,-37.8121363622,Melbourne (CBD),Large (150+),2017
City Mic Bar Karaoke,642-644 Elizabeth Street MELBOURNE 3000,70,144.95861439894244,-37.80328698225,Carlton,Medium (50-149),2013
Floyd's Bar,Restaurant Level 2 399 Little Lonsdale Street MELBOURNE VIC 3000,786,144.96013610345,-37.81204551781832,Melbourne (CBD),Large (150+),2021
Riverland Bar,"Vault 1-12 & 13A-13B, 1-13B Princes Walk MELBOURNE VIC 3000",300,144.96865384918814,-37.81867874765,Melbourne (CBD),Large (150+),2023
Tramp Bar,Basement 20 King Street MELBOURNE VIC 3000,260,144.9577137804946,-37.8197759733,Melbourne (CBD),Large (150+),2023
Yarra Falls,"Shop 3, 387 Flinders Lane MELBOURNE VIC 3000",33,144.9613890915,-37.81825089919776,Melbourne (CBD),Small (< 50),2023
Bartronica,Basement 335 Flinders Lane MELBOURNE VIC 3000,200,144.96322586075,-37.81784716661798,Melbourne (CBD),Large (150+),2023
Candela Nuevo,Suite 1201 & Part Rooftop 2 Queen Street MELBOURNE VIC 3000,300,144.96271041415488,-37.8185876429,Melbourne (CBD),Large (150+),2023
The Fair Trader Cafe,Part Ground 11 Exhibition Street MELBOURNE VIC 3000,118,144.9717264012,-37.815461267220016,Melbourne (CBD),Medium (50-149),2023
Oak and Vine,"Unit 1R-2R, Ground 60 Market Street MELBOURNE VIC 3000",370,144.9608187218783,-37.817777314249994,Melbourne (CBD),Large (150+),2023
Dikstein's Corner Bar,433 Little Collins Street MELBOURNE VIC 3000,145,144.96034180549998,-37.816313871331374,Melbourne (CBD),Medium (50-149),2023
GG EZ Bar,Basement 95 Queen Street MELBOURNE VIC 3000,167,144.96097442470295,-37.8163780027,Melbourne (CBD),Large (150+),2023
Maniax Axe Throwing Melbourne CBD,Gnd & Bmt 121 Elizabeth Street MELBOURNE VIC 3000,300,144.96330054055,-37.815577516659154,Melbourne (CBD),Large (150+),2023
Fika Island,Part Ground & Level 1-2 267 Little Collins Street MELBOURNE VIC 3000,190,144.9656017104,-37.814831977068074,Melbourne (CBD),Large (150+),2023
Cookie,"Unit S2, Level 1 252 Swanston Street MELBOURNE VIC 3000",300,144.965271426409,-37.81199286335,Melbourne (CBD),Large (150+),2023
Section 8 Bar,27-29 Tattersalls Lane MELBOURNE VIC 3000,100,144.96538955066575,-37.8117616219,Melbourne (CBD),Medium (50-149),2023
Hwayo,19 Healeys Lane MELBOURNE VIC 3000,59,144.95558460935,-37.81374534650281,Melbourne (CBD),Medium (50-149),2023
The Oxford Scholar Hotel,Oxford Scholar Hotel 427 Swanston Street MELBOURNE VIC 3000,600,144.9626891397,-37.808263981964075,Melbourne (CBD),Large (150+),2023
The Leveson,The Leveson 46-50 Leveson Street NORTH MELBOURNE VIC 3051,400,144.95145909472402,-37.803700183450005,North Melbourne,Large (150+),2023
Kingpin Crown,"Shop 120, Gnd & Mezz 27 Whiteman Street SOUTHBANK VIC 3006",347,144.95844221541506,-37.82540402895,Southbank,Large (150+),2023
Gaylord Indian Restaurant,Restaurant 33 Spencer Street DOCKLANDS VIC 3008,199,144.95420016165,-37.82017729951458,Docklands,Large (150+),2023
Peppers Docklands Hotel,681 La Trobe Street DOCKLANDS VIC 3008,25,144.94749263943112,-37.8148999005,Docklands,Small (< 50),2023
Karizma,28 Newquay Promenade DOCKLANDS VIC 3008,321,144.94217044997197,-37.81436129585,Docklands,Large (150+),2023
Blvd Bar,"Shop 7, 3-9 Freshwater Place SOUTHBANK 3006",562,144.96218258375137,-37.82171509275,Southbank,Large (150+),2012
The Savoy Tavern,677 Spencer Street MELBOURNE 3000,594,144.9537615134419,-37.817391041984095,Melbourne (CBD),Large (150+),2016
Bull And Bear Tavern,347 Flinders Lane MELBOURNE 3000,415,144.96303102085,-37.81782339018272,Melbourne (CBD),Large (150+),2017
Bar Bambi,Basement 103 Flinders Lane MELBOURNE VIC 3000,200,144.97096432815,-37.81556721749156,Melbourne (CBD),Large (150+),2023
Eau-de-Vie,Rear 88 Flinders Street MELBOURNE VIC 3000,150,144.97168700995002,-37.815948369203376,Melbourne (CBD),Large (150+),2023
Fiftyfive,Basement 55 Elizabeth Street MELBOURNE VIC 3000,88,144.96412997115252,-37.8169723947,Melbourne (CBD),Medium (50-149),2023
The Irish Times,Gnd & Flr1 427 Little Collins Street MELBOURNE VIC 3000,170,144.9605354565,-37.81625436476561,Melbourne (CBD),Large (150+),2023
The Next Hotel Melbourne,103 Little Collins Street MELBOURNE VIC 3000,321,144.9706863215771,-37.81363930815,Melbourne (CBD),Large (150+),2023
The Carlton Hotel,"Levels 1,2 & 4 193-199 Bourke Street MELBOURNE VIC 3000",366,144.9676457082,-37.81320441548179,Melbourne (CBD),Large (150+),2023
Seamstress,113 Lonsdale Street MELBOURNE VIC 3000,160,144.9690110808,-37.8105653381264,Melbourne (CBD),Large (150+),2023
Banter Wine Bar,"Ground , 562 Queensberry Street NORTH MELBOURNE 3051",50,144.94871248665,-37.802718662022784,North Melbourne,Medium (50-149),2015
The Trust,"Unit 1, 29 Market Street MELBOURNE 3000",350,144.96042989133713,-37.818646932212395,Melbourne (CBD),Large (150+),2016
Cafe De Tuscany,429 Little Collins Street MELBOURNE 3000,117,144.9604614374315,-37.816279944614735,Melbourne (CBD),Medium (50-149),2016
HiHou,"Level 1, 1 Spring Street MELBOURNE 3000",80,144.97410115885282,-37.814545339350005,Melbourne (CBD),Medium (50-149),2019
Fireflies Club,"Level 1, 118-122 Bourke Street MELBOURNE 3000",72,144.96954824555002,-37.81207458095632,Melbourne (CBD),Medium (50-149),2019
Waterside Hotel,Waterside Hotel 508-514 Flinders Street MELBOURNE VIC 3000,983,144.9571504476,-37.82016599807918,Melbourne (CBD),Large (150+),2020
Highlander Bar,11A Highlander Lane MELBOURNE VIC 3000,202,144.95797023355,-37.81970313945506,Melbourne (CBD),Large (150+),2021
Bunker Lounge Bar,"Unit 1, Basement , 407 Swanston Street MELBOURNE 3000",92,144.9631826685038,-37.8089556346,Melbourne (CBD),Medium (50-149),2010
High Fidelity,"Part Ground , 461 Bourke Street MELBOURNE 3000",500,144.96017288029998,-37.81549193254675,Melbourne (CBD),Large (150+),2012
Paloma,"Unit 4, Ground , 480 Collins Street MELBOURNE 3000",80,144.95796258952458,-37.817651578674486,Melbourne (CBD),Medium (50-149),2016
Elm's Family Hotel,Part 267-271 Spring Street MELBOURNE 3000,200,144.97145390976615,-37.808610073043155,Melbourne (CBD),Large (150+),2016
Commodity Cafe,"Part Ground , 499 St Kilda Road MELBOURNE 3004",150,144.97908599467,-37.84331889873595,Melbourne (Remainder),Large (150+),2016
Playground,"Basement , 22-26 Corrs Lane MELBOURNE 3000",50,144.968324247882,-37.81099753385,Melbourne (CBD),Medium (50-149),2019
The Douglas Club,472 Bourke Street MELBOURNE VIC 3000,50,144.9595996598,-37.81486039782858,Melbourne (CBD),Medium (50-149),2023
Heroes Bar,188 Bourke Street MELBOURNE VIC 3000,302,144.9676138651,-37.81269719786064,Melbourne (CBD),Large (150+),2023
FM Karaoke Bar,Pt Gnd & Levels 1-2 146 Bourke Street MELBOURNE VIC 3000,100,144.96874244775,-37.812354270077144,Melbourne (CBD),Medium (50-149),2023
Beneath Driver Lane,Basement 318 Little Bourke Street MELBOURNE VIC 3000,118,144.96312748625002,-37.81292588925007,Melbourne (CBD),Medium (50-149),2023
Manchuria,Level 1 7-9 Waratah Place MELBOURNE VIC 3000,80,144.96699031789075,-37.8116248871,Melbourne (CBD),Medium (50-149),2023
The Courthouse Hotel North Melbourne,Court House Hotel 86-90 Errol Street NORTH MELBOURNE VIC 3051,50,144.94995536554424,-37.802877740149995,North Melbourne,Medium (50-149),2023
Life's Too Short Bar,"Shop 3, 166 Albert Street EAST MELBOURNE VIC 3002",40,144.9856242014758,-37.81004732904999,East Melbourne,Small (< 50),2023
Groove Live Bar and Terrace,"Shop 71, Ground 8 Whiteman Street SOUTHBANK VIC 3006",600,144.95833415319856,-37.8231615915,Southbank,Large (150+),2023
