sensor_name,sensing_date,year,month,day_of_week,hour,total,is_weekend,latitude,longitude
Lat526_T,2025-06-22,2025,6,Sunday,9,100,TRUE,-37.813005,144.95160411
FliS_T,2025-05-07,2025,5,Wednesday,8,3506,FALSE,-37.81911705,144.96558255
AlfPl_T,2025-07-29,2025,7,Tuesday,6,11,FALSE,-37.81379749,144.96995745
Swa607_T,2025-10-06,2025,10,Monday,23,127,FALSE,-37.804024,144.96308399
UM3_T,2025-10-02,2025,10,Thursday,14,130,FALSE,-37.79698741,144.96441306
King163_T,2025-05-19,2025,5,Monday,7,130,FALSE,-37.81627451,144.95550503
Bou231_T,2025-05-28,2025,5,Wednesday,21,116,FALSE,-37.81333081,144.96675571
Bou292_T,2025-07-21,2025,7,Monday,17,1933,FALSE,-37.81349441,144.96515323
SouthB_T,2025-07-21,2025,7,Monday,1,10,FALSE,-37.82018685,144.96508508
Bou283_T,2025-05-21,2025,5,Wednesday,0,22,FALSE,-37.81380668,144.96516718
Col15_T,2025-07-09,2025,7,Wednesday,6,158,FALSE,-37.81362543,144.97323591
Pel147_T,2025-08-11,2025,8,Monday,13,406,FALSE,-37.80240719,144.9615673
BirFed1120_T,2025-09-10,2025,9,Wednesday,8,294,FALSE,-37.8184141,144.97357915
King163_T,2025-04-26,2025,4,Saturday,23,497,TRUE,-37.81627451,144.95550503
King335_T,2025-05-05,2025,5,Monday,14,294,FALSE,-37.81267639,144.95386444
Col620_T,2025-08-08,2025,8,Friday,5,148,FALSE,-37.81887963,144.95449198
Col620_T,2025-09-17,2025,9,Wednesday,9,1588,FALSE,-37.81887963,144.95449198
Bou688_T,2025-07-12,2025,7,Saturday,19,784,TRUE,-37.81686075,144.95358075
Col254_T,2025-09-12,2025,9,Friday,3,8,FALSE,-37.81564191,144.965499
Pel147_T,2025-09-22,2025,9,Monday,22,3,FALSE,-37.80240719,144.9615673
QVN_T,2025-05-22,2025,5,Thursday,13,2484,FALSE,-37.81057846,144.96444294
FLDegC_T,2025-07-26,2025,7,Saturday,1,10,TRUE,-37.81687226,144.96559144
FLDegC_T,2025-10-02,2025,10,Thursday,23,5,FALSE,-37.81687226,144.96559144
Swa31,2025-10-04,2025,10,Saturday,4,114,TRUE,-37.81668634,144.96689733
Swa31,2025-09-07,2025,9,Sunday,5,176,TRUE,-37.81668634,144.96689733
Fra118_T,2025-09-07,2025,9,Sunday,18,150,TRUE,-37.80841815,144.95906316
Col623_T,2025-06-10,2025,6,Tuesday,19,333,FALSE,-37.81909256,144.95452748
Mac330_T,2025-07-20,2025,7,Sunday,8,29,TRUE,-37.79497059,144.93530329
ElFi_T,2025-07-19,2025,7,Saturday,4,53,TRUE,-37.81798049,144.96503383
HarEsB_T,2025-05-02,2025,5,Friday,4,5,FALSE,-37.81471642,144.9446508
RMIT_T,2025-04-30,2025,4,Wednesday,21,358,FALSE,-37.80825648,144.96304859
PriNW_T,2025-05-25,2025,5,Sunday,0,290,TRUE,-37.81874249,144.96787656
Pow61_T,2025-07-08,2025,7,Tuesday,15,115,FALSE,-37.82392385,144.96299677
King2_T,2025-05-20,2025,5,Tuesday,22,69,FALSE,-37.82009057,144.95758725
LtB210_T,2025-08-17,2025,8,Sunday,12,1115,TRUE,-37.81237202,144.96550671
261Will_T,2025-10-01,2025,10,Wednesday,8,2470,FALSE,-37.81295822,144.95678789
Bou292_T,2025-05-17,2025,5,Saturday,10,1259,TRUE,-37.81349441,144.96515323
FLDegN_T,2025-04-21,2025,4,Monday,22,40,FALSE,-37.8168479,144.96559789
Col12_T,2025-06-10,2025,6,Tuesday,9,768,FALSE,-37.81344862,144.97305353
Col620_T,2025-06-08,2025,6,Sunday,13,1065,TRUE,-37.81887963,144.95449198
NewQ_T,2025-08-11,2025,8,Monday,18,133,FALSE,-37.81457988,144.94292398
Lon364_T,2025-06-27,2025,6,Friday,1,13,FALSE,-37.81234775,144.96153311
Col700_T,2025-10-07,2025,10,Tuesday,15,1113,FALSE,-37.81982992,144.95102555
Eli263_T,2025-05-26,2025,5,Monday,19,316,FALSE,-37.81252157,144.9619401
Lat526_T,2025-08-23,2025,8,Saturday,19,198,TRUE,-37.813005,144.95160411
Lat526_T,2025-09-01,2025,9,Monday,6,39,FALSE,-37.813005,144.95160411
474Fl_T,2025-09-01,2025,9,Monday,19,125,FALSE,-37.81997273,144.95834911
Lat526_T,2025-08-08,2025,8,Friday,9,185,FALSE,-37.813005,144.95160411
FliS_T,2025-07-07,2025,7,Monday,7,948,FALSE,-37.81911705,144.96558255
HarEsP_T,2025-06-26,2025,6,Thursday,11,165,FALSE,-37.81441438,144.94433026
Swa607_T,2025-08-04,2025,8,Monday,5,13,FALSE,-37.804024,144.96308399
Swa148_T,2025-10-15,2025,10,Wednesday,6,100,FALSE,-37.81414075,144.96609379
Que85_T,2025-09-11,2025,9,Thursday,22,137,FALSE,-37.81652527,144.96121062
Bou892T,2025-04-21,2025,4,Monday,13,74,FALSE,-37.8204637,144.94126826
Bou892T,2025-09-03,2025,9,Wednesday,0,1,FALSE,-37.8204637,144.94126826
Bou892T,2025-10-11,2025,10,Saturday,15,159,TRUE,-37.8204637,144.94126826
EntPark1671_T,2025-06-25,2025,6,Wednesday,15,12,FALSE,-37.81996544,144.95981454
Eli501_T,2025-04-19,2025,4,Saturday,21,330,TRUE,-37.80730068,144.95956055
ACMI_T,2025-05-23,2025,5,Friday,22,761,FALSE,-37.81726338,144.96872809
SouthB_T,2025-10-10,2025,10,Friday,23,1041,FALSE,-37.82018685,144.96508508
LtB210_T,2025-09-15,2025,9,Monday,17,885,FALSE,-37.81237202,144.96550671
Spen484_T,2025-08-25,2025,8,Monday,11,102,FALSE,-37.80896733,144.94931703
Lat526_T,2025-09-05,2025,9,Friday,11,83,FALSE,-37.81304149,144.95155955
FLDegS_T,2025-10-02,2025,10,Thursday,6,195,FALSE,-37.81688755,144.96562569
RMIT14_T,2025-08-09,2025,8,Saturday,21,419,TRUE,-37.80767455,144.96309114
Eli197_T,2025-08-11,2025,8,Monday,5,70,FALSE,-37.81374643,144.96276183
280Will_T,2025-08-28,2025,8,Thursday,18,298,FALSE,-37.81246271,144.95690188
FliSS_T,2025-10-10,2025,10,Friday,4,31,FALSE,-37.81794046,144.96616678
Col623_T,2025-07-07,2025,7,Monday,17,1040,FALSE,-37.81909256,144.95452748
Eli263_T,2025-10-02,2025,10,Thursday,16,641,FALSE,-37.81252157,144.9619401
Lon189_T,2025-07-09,2025,7,Wednesday,9,250,FALSE,-37.8112185,144.96656806
Mac330_T,2025-10-09,2025,10,Thursday,18,104,FALSE,-37.79497059,144.93530329
BirFed1120_T,2025-10-02,2025,10,Thursday,16,134,FALSE,-37.8184141,144.97357915
FLDegS_T,2025-07-16,2025,7,Wednesday,5,15,FALSE,-37.81688755,144.96562569
Lat224_T,2025-06-20,2025,6,Friday,23,239,FALSE,-37.80996494,144.96216521
FliSS_T,2025-06-09,2025,6,Monday,9,269,FALSE,-37.81794046,144.96616678
Col254_T,2025-05-31,2025,5,Saturday,10,733,TRUE,-37.81564191,144.965499
Pel147_T,2025-09-28,2025,9,Sunday,21,2,TRUE,-37.80240719,144.9615673
Fli114F_T,2025-08-16,2025,8,Saturday,14,549,TRUE,-37.81629332,144.97090877
ElFi_T,2025-09-25,2025,9,Thursday,4,41,FALSE,-37.81798049,144.96503383
SprFli_T,2025-05-05,2025,5,Monday,20,15,FALSE,-37.81515276,144.97467661
WestWP_T,2025-06-28,2025,6,Saturday,20,21,TRUE,-37.81235775,144.97136962
Fli114C_T,2025-07-23,2025,7,Wednesday,13,51,FALSE,-37.81632783,144.97090512
BirBridge_T,2025-09-26,2025,9,Friday,9,127,FALSE,-37.81757416,144.97329934
Spen475_T,2025-09-30,2025,9,Tuesday,8,59,FALSE,-37.80953359,144.94939004
Eli489_T,2025-10-07,2025,10,Tuesday,23,203,FALSE,-37.80740397,144.95987909
NewQ_T,2025-08-10,2025,8,Sunday,10,360,TRUE,-37.81457988,144.94292398
Lon364_T,2025-09-18,2025,9,Thursday,1,19,FALSE,-37.81234775,144.96153311
ACMI_T,2025-07-26,2025,7,Saturday,13,742,TRUE,-37.81726338,144.96872809
SouthB_T,2025-07-31,2025,7,Thursday,4,9,FALSE,-37.82018685,144.96508508
FliSS_T,2025-06-27,2025,6,Friday,18,979,FALSE,-37.81794046,144.96616678
FliSS_T,2025-08-10,2025,8,Sunday,7,123,TRUE,-37.81794046,144.96616678
MCEC_T,2025-04-25,2025,4,Friday,17,811,FALSE,-37.82401776,144.95604426
BirFed1120_T,2025-07-09,2025,7,Wednesday,13,188,FALSE,-37.8184141,144.97357915
Lat526_T,2025-04-25,2025,4,Friday,19,97,FALSE,-37.813005,144.95160411
EntPark1671_T,2025-08-28,2025,8,Thursday,9,13,FALSE,-37.81996544,144.95981454
FliS_T,2025-08-22,2025,8,Friday,3,29,FALSE,-37.81911705,144.96558255
WestWP_T,2025-05-19,2025,5,Monday,12,77,FALSE,-37.81235775,144.97136962
PriNW_T,2025-07-28,2025,7,Monday,5,85,FALSE,-37.81874249,144.96787656
PriNW_T,2025-04-25,2025,4,Friday,15,1181,FALSE,-37.81874249,144.96787656
Errol23_T,2025-07-23,2025,7,Wednesday,9,108,FALSE,-37.80454949,144.94921863
Lat224_T,2025-09-10,2025,9,Wednesday,4,15,FALSE,-37.80996494,144.96216521
FLDegS_T,2025-06-13,2025,6,Friday,21,604,FALSE,-37.81688755,144.96562569
BouHbr_T,2025-04-30,2025,4,Wednesday,17,269,FALSE,-37.81876474,144.94710545
QVMQ_T,2025-08-25,2025,8,Monday,21,80,FALSE,-37.80631581,144.95866697
LtB170_T,2025-10-10,2025,10,Friday,17,785,FALSE,-37.81172914,144.9682466
BirBridge_T,2025-09-25,2025,9,Thursday,10,45,FALSE,-37.81753741,144.97329734
LtB210_T,2025-05-02,2025,5,Friday,11,523,FALSE,-37.81237202,144.96550671
Swa31,2025-05-13,2025,5,Tuesday,21,142,FALSE,-37.81668634,144.96689733
HarEsB_T,2025-05-18,2025,5,Sunday,22,11,TRUE,-37.81471642,144.9446508
RMIT_T,2025-07-22,2025,7,Tuesday,19,1125,FALSE,-37.80825648,144.96304859
Swa607_T,2025-05-19,2025,5,Monday,17,563,FALSE,-37.804024,144.96308399
UM3_T,2025-09-17,2025,9,Wednesday,16,214,FALSE,-37.79698741,144.96441306
Bou231_T,2025-07-19,2025,7,Saturday,7,29,TRUE,-37.81333081,144.96675571
Bou292_T,2025-08-09,2025,8,Saturday,22,539,TRUE,-37.81349441,144.96515323
Lon364_T,2025-08-03,2025,8,Sunday,0,218,TRUE,-37.81234775,144.96153311
ACMI_T,2025-08-29,2025,8,Friday,18,472,FALSE,-37.81726338,144.96872809
Eli263_T,2025-10-16,2025,10,Thursday,17,743,FALSE,-37.81252157,144.9619401
Eli501_T,2025-07-12,2025,7,Saturday,20,429,TRUE,-37.80730068,144.95956055
Eli501_T,2025-09-22,2025,9,Monday,2,42,FALSE,-37.80730068,144.95956055
Signal1647_T,2025-08-08,2025,8,Friday,18,84,FALSE,-37.81959923,144.9632832
BirBridge_T,2025-09-07,2025,9,Sunday,8,29,TRUE,-37.81753741,144.97329734
BirBridge_T,2025-06-19,2025,6,Thursday,14,50,FALSE,-37.81753741,144.97329734
Lat526_T,2025-04-19,2025,4,Saturday,1,15,TRUE,-37.813005,144.95160411
King335_T,2025-05-23,2025,5,Friday,0,52,FALSE,-37.81267639,144.95386444
King335_T,2025-09-21,2025,9,Sunday,15,255,TRUE,-37.81267639,144.95386444
Spen161_T,2025-06-18,2025,6,Wednesday,16,833,FALSE,-37.8172861,144.95319102
Fli114C_T,2025-05-01,2025,5,Thursday,11,17,FALSE,-37.81632783,144.97090512
261Will_T,2025-07-18,2025,7,Friday,15,619,FALSE,-37.81295822,144.95678789
Errol23_T,2025-10-16,2025,10,Thursday,16,210,FALSE,-37.80454949,144.94921863
488Mac_T,2025-09-14,2025,9,Sunday,18,69,TRUE,-37.79432415,144.92973378
FLDegN_T,2025-08-24,2025,8,Sunday,5,2,TRUE,-37.8168479,144.96559789
Lon364_T,2025-05-03,2025,5,Saturday,22,497,TRUE,-37.81234775,144.96153311
KenMac_T,2025-05-14,2025,5,Wednesday,7,64,FALSE,-37.79453803,144.93036194
KenMac_T,2025-09-24,2025,9,Wednesday,5,2,FALSE,-37.79453803,144.93036194
Col700_T,2025-08-20,2025,8,Wednesday,6,335,FALSE,-37.81982992,144.95102555
Fra118_T,2025-08-09,2025,8,Saturday,22,120,TRUE,-37.80841815,144.95906316
Col623_T,2025-05-20,2025,5,Tuesday,23,58,FALSE,-37.81909256,144.95452748
LtB170_T,2025-06-27,2025,6,Friday,16,430,FALSE,-37.81172914,144.9682466
Pel147_T,2025-06-21,2025,6,Saturday,0,1,TRUE,-37.80240719,144.9615673
Bou892T,2025-10-14,2025,10,Tuesday,10,201,FALSE,-37.8204637,144.94126826
Lat526_T,2025-09-20,2025,9,Saturday,8,65,TRUE,-37.813005,144.95160411
SprFli_T,2025-05-14,2025,5,Wednesday,22,11,FALSE,-37.81515276,144.97467661
WebBN_T,2025-07-08,2025,7,Tuesday,18,47,FALSE,-37.82293543,144.9471751
VAC_T,2025-04-30,2025,4,Wednesday,2,14,FALSE,-37.82129925,144.96879309
AG_T,2025-05-26,2025,5,Monday,13,1336,FALSE,-37.8199817,144.96872865
Lyg161_T,2025-07-01,2025,7,Tuesday,11,136,FALSE,-37.80169681,144.96658911
RMIT14_T,2025-08-13,2025,8,Wednesday,17,1513,FALSE,-37.80767455,144.96309114
Spencer_T,2025-06-25,2025,6,Wednesday,14,198,FALSE,-37.821728,144.95557015
Spencer_T,2025-07-11,2025,7,Friday,20,344,FALSE,-37.821728,144.95557015
King2_T,2025-07-26,2025,7,Saturday,4,59,TRUE,-37.82009057,144.95758725
Spen229_T,2025-06-22,2025,6,Sunday,4,46,TRUE,-37.81531435,144.95227769
488Mac_T,2025-10-14,2025,10,Tuesday,7,102,FALSE,-37.79432415,144.92973378
488Mac_T,2025-10-10,2025,10,Friday,1,1,FALSE,-37.79432415,144.92973378
Bou231_T,2025-09-23,2025,9,Tuesday,3,4,FALSE,-37.81333081,144.96675571
574Qub_T,2025-08-17,2025,8,Sunday,0,2,TRUE,-37.80309992,144.94908064
Bou688_T,2025-06-12,2025,6,Thursday,20,467,FALSE,-37.81686075,144.95358075
Boyd2837_T,2025-06-04,2025,6,Wednesday,15,143,FALSE,-37.82590962,144.96185972
Spen201_T,2025-08-14,2025,8,Thursday,9,745,FALSE,-37.81694221,144.95303935
Bou292_T,2025-04-22,2025,4,Tuesday,5,16,FALSE,-37.81349441,144.96515323
Bou292_T,2025-06-17,2025,6,Tuesday,13,2410,FALSE,-37.81349441,144.96515323
Lat224_T,2025-07-20,2025,7,Sunday,11,334,TRUE,-37.80996494,144.96216521
KenMac_T,2025-04-27,2025,4,Sunday,9,96,TRUE,-37.79453803,144.93036194
Col254_T,2025-05-24,2025,5,Saturday,7,49,TRUE,-37.81564191,144.965499
FliSS_T,2025-07-23,2025,7,Wednesday,20,466,FALSE,-37.81794046,144.96616678
Mac330_T,2025-07-17,2025,7,Thursday,6,14,FALSE,-37.79497059,144.93530329
474Fl_T,2025-06-10,2025,6,Tuesday,9,223,FALSE,-37.81997273,144.95834911
BirFed1120_T,2025-08-26,2025,8,Tuesday,7,97,FALSE,-37.8184141,144.97357915
EntPark1671_T,2025-10-02,2025,10,Thursday,11,10,FALSE,-37.81996544,144.95981454
FliS_T,2025-05-18,2025,5,Sunday,15,1764,TRUE,-37.81911705,144.96558255
Swa123_T,2025-05-20,2025,5,Tuesday,0,68,FALSE,-37.81487988,144.9660878
Col15_T,2025-05-25,2025,5,Sunday,23,12,TRUE,-37.81362543,144.97323591
ACMI_T,2025-10-08,2025,10,Wednesday,22,182,FALSE,-37.81726338,144.96872809
ACMI_T,2025-10-11,2025,10,Saturday,8,170,TRUE,-37.81726338,144.96872809
BouHbr_T,2025-10-07,2025,10,Tuesday,8,243,FALSE,-37.81876474,144.94710545
KenMac_T,2025-06-08,2025,6,Sunday,8,35,TRUE,-37.79453803,144.93036194
Col623_T,2025-06-25,2025,6,Wednesday,12,776,FALSE,-37.81909256,144.95452748
LtB170_T,2025-05-06,2025,5,Tuesday,7,55,FALSE,-37.81172914,144.9682466
EntPark1671_T,2025-10-16,2025,10,Thursday,7,8,FALSE,-37.81996544,144.95981454
LatWill_T,2025-07-24,2025,7,Thursday,9,450,FALSE,-37.81193681,144.95621105
LtB210_T,2025-09-11,2025,9,Thursday,7,52,FALSE,-37.81237202,144.96550671
FliS_T,2025-07-14,2025,7,Monday,8,2525,FALSE,-37.81911705,144.96558255
UM1_T,2025-08-14,2025,8,Thursday,7,103,FALSE,-37.80008566,144.96386412
HarEsP_T,2025-07-08,2025,7,Tuesday,19,202,FALSE,-37.81441438,144.94433026
WestWP_T,2025-10-16,2025,10,Thursday,10,32,FALSE,-37.81235775,144.97136962
Que85_T,2025-07-04,2025,7,Friday,18,454,FALSE,-37.81652527,144.96121062
UM1_T,2025-09-01,2025,9,Monday,21,119,FALSE,-37.80008566,144.96386412
WestWP_T,2025-10-04,2025,10,Saturday,12,20,TRUE,-37.81235775,144.97136962
Eli250_T,2025-06-28,2025,6,Saturday,5,55,TRUE,-37.81258467,144.9625775
Bourke155_T,2025-09-10,2025,9,Wednesday,7,67,FALSE,-37.81267313,144.96788288
King163_T,2025-04-21,2025,4,Monday,18,532,FALSE,-37.81627451,144.95550503
Spencer_T,2025-08-29,2025,8,Friday,7,176,FALSE,-37.821728,144.95557015
280Will_T,2025-04-27,2025,4,Sunday,19,115,TRUE,-37.81246271,144.95690188
WatCit_T,2025-07-17,2025,7,Thursday,18,133,FALSE,-37.81564989,144.93970694
NewQ_T,2025-05-12,2025,5,Monday,2,8,FALSE,-37.81457988,144.94292398
FliSS_T,2025-07-19,2025,7,Saturday,3,65,TRUE,-37.81794046,144.96616678
Eli263_T,2025-09-20,2025,9,Saturday,22,456,TRUE,-37.81252157,144.9619401
Eli263_T,2025-10-05,2025,10,Sunday,4,142,TRUE,-37.81252157,144.9619401
MCEC_T,2025-09-21,2025,9,Sunday,7,389,TRUE,-37.82401776,144.95604426
Pel147_T,2025-07-01,2025,7,Tuesday,22,1,FALSE,-37.80240719,144.9615673
Signal1647_T,2025-08-14,2025,8,Thursday,3,1,FALSE,-37.81959923,144.9632832
EntPark1671_T,2025-06-06,2025,6,Friday,9,10,FALSE,-37.81996544,144.95981454
QVN_T,2025-10-03,2025,10,Friday,14,2690,FALSE,-37.81057846,144.96444294
QVN_T,2025-10-04,2025,10,Saturday,0,366,TRUE,-37.81057846,144.96444294
FLDegC_T,2025-06-22,2025,6,Sunday,12,492,TRUE,-37.81687226,144.96559144
FliS_T,2025-04-26,2025,4,Saturday,21,1384,TRUE,-37.81911705,144.96558255
Errol20_T,2025-05-27,2025,5,Tuesday,23,12,FALSE,-37.80456984,144.94946228
Swa295_T,2025-04-27,2025,4,Sunday,4,123,TRUE,-37.81101524,144.96429485
AlfPl_T,2025-09-14,2025,9,Sunday,16,39,TRUE,-37.81379749,144.96995745
UM3_T,2025-07-05,2025,7,Saturday,23,6,TRUE,-37.79698741,144.96441306
UM2_T,2025-10-16,2025,10,Thursday,15,722,FALSE,-37.79844526,144.96411782
Pow61_T,2025-05-28,2025,5,Wednesday,14,93,FALSE,-37.82392385,144.96299677
King163_T,2025-09-04,2025,9,Thursday,22,214,FALSE,-37.81627451,144.95550503
Fra118_T,2025-10-09,2025,10,Thursday,0,29,FALSE,-37.80841815,144.95906316
Col623_T,2025-06-22,2025,6,Sunday,10,235,TRUE,-37.81909256,144.95452748
LtB210_T,2025-10-02,2025,10,Thursday,4,14,FALSE,-37.81237202,144.96550671
Spen201_T,2025-05-02,2025,5,Friday,14,848,FALSE,-37.81694221,144.95303935
RMIT14_T,2025-08-21,2025,8,Thursday,1,34,FALSE,-37.80767455,144.96309114
Spen484_T,2025-09-12,2025,9,Friday,16,119,FALSE,-37.80896733,144.94931703
Col15_T,2025-08-20,2025,8,Wednesday,8,1670,FALSE,-37.81362543,144.97323591
Lat224_T,2025-07-20,2025,7,Sunday,15,577,TRUE,-37.80996494,144.96216521
Bou292_T,2025-08-08,2025,8,Friday,9,1824,FALSE,-37.81349441,144.96515323
LtB210_T,2025-09-21,2025,9,Sunday,23,226,TRUE,-37.81237202,144.96550671
Bou892T,2025-10-16,2025,10,Thursday,12,232,FALSE,-37.8204637,144.94126826
Swa31,2025-08-08,2025,8,Friday,13,3356,FALSE,-37.81668634,144.96689733
574Qub_T,2025-09-30,2025,9,Tuesday,12,152,FALSE,-37.80309992,144.94908064
Col700_T,2025-09-15,2025,9,Monday,20,136,FALSE,-37.81982992,144.95102555
FliSS_T,2025-05-13,2025,5,Tuesday,23,170,FALSE,-37.81794046,144.96616678
Col254_T,2025-05-18,2025,5,Sunday,19,236,TRUE,-37.81564191,144.965499
HarEsP_T,2025-05-19,2025,5,Monday,5,14,FALSE,-37.81441438,144.94433026
Spr201_T,2025-04-27,2025,4,Sunday,22,43,TRUE,-37.80999341,144.97227587
Lyg161_T,2025-05-17,2025,5,Saturday,19,472,TRUE,-37.80169681,144.96658911
RMIT14_T,2025-08-19,2025,8,Tuesday,3,4,FALSE,-37.80767455,144.96309114
Eli124_T,2025-07-26,2025,7,Saturday,2,105,TRUE,-37.81512416,144.96371988
FliS_T,2025-06-19,2025,6,Thursday,7,1273,FALSE,-37.81911705,144.96558255
BirFed1120_T,2025-06-01,2025,6,Sunday,14,152,TRUE,-37.8184141,144.97357915
Eli501_T,2025-06-01,2025,6,Sunday,15,1029,TRUE,-37.80730068,144.95956055
LatWill_T,2025-07-02,2025,7,Wednesday,5,25,FALSE,-37.81193681,144.95621105
ElFi_T,2025-06-18,2025,6,Wednesday,4,20,FALSE,-37.81798049,144.96503383
Swa31,2025-08-09,2025,8,Saturday,7,399,TRUE,-37.81668634,144.96689733
HarEsP_T,2025-06-25,2025,6,Wednesday,2,9,FALSE,-37.81441438,144.94433026
Swa607_T,2025-08-29,2025,8,Friday,10,304,FALSE,-37.804024,144.96308399
Que85_T,2025-08-29,2025,8,Friday,3,13,FALSE,-37.81652527,144.96121062
Eli489_T,2025-09-20,2025,9,Saturday,8,327,TRUE,-37.80740397,144.95987909
FLDegS_T,2025-05-07,2025,5,Wednesday,8,653,FALSE,-37.81688755,144.96562569
UM1_T,2025-09-04,2025,9,Thursday,16,661,FALSE,-37.80008566,144.96386412
Bourke155_T,2025-07-05,2025,7,Saturday,11,503,TRUE,-37.81267313,144.96788288
Lyg309_T,2025-07-05,2025,7,Saturday,7,11,TRUE,-37.79808192,144.96721013
King335_T,2025-05-17,2025,5,Saturday,3,34,TRUE,-37.81267639,144.95386444
Boyd2837_T,2025-10-03,2025,10,Friday,11,180,FALSE,-37.82590962,144.96185972
Spencer_T,2025-04-18,2025,4,Friday,14,638,FALSE,-37.821728,144.95557015
Spencer_T,2025-09-17,2025,9,Wednesday,20,258,FALSE,-37.821728,144.95557015
FLDegC_T,2025-05-03,2025,5,Saturday,1,1,TRUE,-37.81687226,144.96559144
488Mac_T,2025-08-29,2025,8,Friday,16,171,FALSE,-37.79432415,144.92973378
FLDegN_T,2025-07-12,2025,7,Saturday,11,864,TRUE,-37.8168479,144.96559789
Bou292_T,2025-07-14,2025,7,Monday,3,14,FALSE,-37.81349441,144.96515323
SouthB_T,2025-06-08,2025,6,Sunday,16,2279,TRUE,-37.82018685,144.96508508
Bou283_T,2025-09-24,2025,9,Wednesday,10,802,FALSE,-37.81380668,144.96516718
Bou688_T,2025-08-29,2025,8,Friday,23,329,FALSE,-37.81686075,144.95358075
Vic_T,2025-10-03,2025,10,Friday,12,328,FALSE,-37.80606888,144.95644692
Swa123_T,2025-06-23,2025,6,Monday,18,1922,FALSE,-37.81487988,144.9660878
Col620_T,2025-09-15,2025,9,Monday,13,1254,FALSE,-37.81887963,144.95449198
KenMac_T,2025-05-18,2025,5,Sunday,17,69,TRUE,-37.79453803,144.93036194
Col700_T,2025-07-12,2025,7,Saturday,13,256,TRUE,-37.81982992,144.95102555
FliSS_T,2025-07-31,2025,7,Thursday,2,16,FALSE,-37.81794046,144.96616678
Lon189_T,2025-05-11,2025,5,Sunday,5,173,TRUE,-37.8112185,144.96656806
Fra118_T,2025-05-22,2025,5,Thursday,7,68,FALSE,-37.80841815,144.95906316
Fra118_T,2025-06-07,2025,6,Saturday,21,122,TRUE,-37.80841815,144.95906316
Col623_T,2025-10-06,2025,10,Monday,1,7,FALSE,-37.81909256,144.95452748
BouHbr2353_T,2025-05-07,2025,5,Wednesday,20,12,FALSE,-37.81894815,144.94612292
HarEsB_T,2025-04-25,2025,4,Friday,0,23,FALSE,-37.81471642,144.9446508
Lyg161_T,2025-05-03,2025,5,Saturday,19,783,TRUE,-37.80169681,144.96658911
Lyg260_T,2025-08-23,2025,8,Saturday,5,7,TRUE,-37.80107122,144.96704554
Eli250_T,2025-05-02,2025,5,Friday,1,111,FALSE,-37.81258467,144.9625775
Bourke155_T,2025-06-25,2025,6,Wednesday,22,160,FALSE,-37.81267313,144.96788288
Que85_T,2025-09-26,2025,9,Friday,15,198,FALSE,-37.81652527,144.96121062
Fli114C_T,2025-10-05,2025,10,Sunday,22,8,TRUE,-37.81632783,144.97090512
Hammer1584_T,2025-09-22,2025,9,Monday,18,323,FALSE,-37.81970749,144.96795734
BirBridge_T,2025-07-07,2025,7,Monday,10,44,FALSE,-37.81753741,144.97329734
LatWill_T,2025-08-26,2025,8,Tuesday,23,27,FALSE,-37.81193681,144.95621105
QVN_T,2025-06-19,2025,6,Thursday,0,93,FALSE,-37.81057846,144.96444294
AG_T,2025-08-29,2025,8,Friday,4,7,FALSE,-37.8199817,144.96872865
Eli250_T,2025-07-17,2025,7,Thursday,8,872,FALSE,-37.81258467,144.9625775
Swa148_T,2025-09-18,2025,9,Thursday,7,294,FALSE,-37.81414075,144.96609379
Que85_T,2025-09-26,2025,9,Friday,23,302,FALSE,-37.81652527,144.96121062
280Will_T,2025-07-15,2025,7,Tuesday,16,246,FALSE,-37.81246271,144.95690188
Errol23_T,2025-09-13,2025,9,Saturday,14,273,TRUE,-37.80454949,144.94921863
RMIT14_T,2025-06-10,2025,6,Tuesday,13,915,FALSE,-37.80767455,144.96309114
Pow61_T,2025-06-13,2025,6,Friday,15,115,FALSE,-37.82392385,144.96299677
Spen229_T,2025-07-01,2025,7,Tuesday,11,654,FALSE,-37.81531435,144.95227769
Spen229_T,2025-05-17,2025,5,Saturday,1,70,TRUE,-37.81531435,144.95227769
488Mac_T,2025-06-17,2025,6,Tuesday,6,31,FALSE,-37.79432415,144.92973378
Bou292_T,2025-05-29,2025,5,Thursday,3,8,FALSE,-37.81349441,144.96515323
Col12_T,2025-07-29,2025,7,Tuesday,15,459,FALSE,-37.81344862,144.97305353
KenMac_T,2025-08-14,2025,8,Thursday,13,133,FALSE,-37.79453803,144.93036194
Col254_T,2025-09-12,2025,9,Friday,18,739,FALSE,-37.81564191,144.965499
Fra118_T,2025-10-10,2025,10,Friday,8,133,FALSE,-37.80841815,144.95906316
Bou892T,2025-07-06,2025,7,Sunday,20,941,TRUE,-37.8204637,144.94126826
BirBridge_T,2025-05-13,2025,5,Tuesday,16,65,FALSE,-37.81753741,144.97329734
LatWill_T,2025-05-07,2025,5,Wednesday,20,141,FALSE,-37.81193681,144.95621105
UM3_T,2025-08-11,2025,8,Monday,22,33,FALSE,-37.79698741,144.96441306
261Will_T,2025-07-16,2025,7,Wednesday,6,262,FALSE,-37.81295822,144.95678789
Col15_T,2025-09-21,2025,9,Sunday,16,204,TRUE,-37.81362543,144.97323591
