trading_name,business_address,industry_desc,seating_type,num_seats,longitude,latitude,clue_area,seating_category,has_outdoor,census_year
Hanshin Pocha Melbourne,Ground 385 Little Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,108,144.9605401636208,-37.81181417785,Melbourne (CBD),Large (100+ seats),FALSE,2023
Where's Marcel?,Part Ground 180 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,36,144.965725053002,-37.81067861705,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Old Beijing,31-37 Artemis Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,220,144.965725053002,-37.81067861705,Melbourne (CBD),Large (100+ seats),FALSE,2023
No Vacancy,34-40 Jane Bell Lane MELBOURNE VIC 3000,Other Store-Based Retailing n.e.c.,Seats - Indoor,40,144.965725053002,-37.81067861705,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Mr Teriyaki,8-12 QV Urban Market MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,8,144.965725053002,-37.81067861705,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Sakura Kaiten Sushi,"Tenancy 3, 130 Lonsdale Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,42,144.96817418196383,-37.80994367235,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Barista Cafe,"Shop 11, 242 Exhibition Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,52,144.9699756013,-37.809415028369145,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Isshin Ramen Bar,Ground 349 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,40,144.96120823504424,-37.81067433725,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Yum Sing House,22-28 Sutherland Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,85,144.96088712780102,-37.81097275905,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Don Don Japanese Restaurant,198 Little Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,25,144.96283887063584,-37.8109017475,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Harajuku Crepes,"Shop 148, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,4,144.96283887063584,-37.8109017475,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Mad Mex,"Shop 263, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,25,144.96283887063584,-37.8109017475,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Old shanghai,"Shop 146, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,4,144.96283887063584,-37.8109017475,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Her Bar,"Ground & Part Level 2, 268-270 Lonsdale Street, MELBOURNE VIC 3000","Pubs, Taverns and Bars",Seats - Indoor,62,144.96414510925,-37.81148566819091,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Tokui Sushi,260 Lonsdale Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,10,144.9643588506305,-37.81143183285,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Kko-Kko,Ground 295 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,24,144.96882737333382,-37.80893102580001,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Grandma's Dumplings,311 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,44,144.9687047572665,-37.8086991183,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
New Kum Den,108 Little Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,49,144.9684463109,-37.809139913833405,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
The League of Honest Coffee,110 Little Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,60,144.9684463109,-37.809139913833405,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
B & B' Guette Cafe,305-307 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,35,144.96877272385723,-37.8088140537,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
852 Plus Eight Five Two Cafe,"Shop G3, 163 Franklin Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,18,144.95956878425,-37.809043487817426,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Alex Canteen,157-159 Victoria Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,48,144.9576272223,-37.807832574221266,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Tuscany Coffee,133-135 Victoria Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,6,144.9576272223,-37.807832574221266,Melbourne (CBD),Small (< 30 seats),TRUE,2023
McDonalds,501-503 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,64,144.95955412399587,-37.8073524639,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
The Wharf Hotel,"Shop 17, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008","Pubs, Taverns and Bars",Seats - Indoor,164,144.95381592020982,-37.8227465515,Docklands,Large (100+ seats),FALSE,2023
Shuji Sushi,"Shop B, Ground 700 Swanston Street CARLTON VIC 3053",Cafes and Restaurants,Seats - Indoor,8,144.96480663662987,-37.799973455600004,Carlton,Small (< 30 seats),FALSE,2023
Wild Timor Coffee Carlton,Part 251 Faraday Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,17,144.96525690502676,-37.7987208351,Carlton,Small (< 30 seats),FALSE,2023
Papa Gino's Pizza Restaurant,219-221 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,95,144.96671620452418,-37.80019059405,Carlton,Medium (30-99 seats),FALSE,2023
Jimmy Watson's Wine Bar,331-335 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,120,144.96717190181073,-37.79751105955,Carlton,Large (100+ seats),FALSE,2023
Intersection Cafe,341-343 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,4,144.9672261670091,-37.79734791825,Carlton,Small (< 30 seats),TRUE,2023
Crinitis Southern Italian Cuisine,Ground 198-204 Faraday Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,86,144.96783783213732,-37.79850635285,Carlton,Medium (30-99 seats),TRUE,2023
The Carlton Wine Room,Ground 172-174 Faraday Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,140,144.9685856595,-37.79858387667361,Carlton,Large (100+ seats),FALSE,2023
Universal Restaurant,139-141 Lygon Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,90,144.96608670636132,-37.8038476123,Carlton,Medium (30-99 seats),TRUE,2023
Lemuse,566 Swanston Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,12,144.96388944766684,-37.8035655312,Carlton,Small (< 30 seats),TRUE,2023
Mofo Burgers,Ground 100 Leicester Street CARLTON VIC 3053,Takeaway Food Services,Seats - Outdoor,24,144.9608578363402,-37.8037083681,Carlton,Small (< 30 seats),TRUE,2023
Tenten Stick Pty Ltd,"Shop 4, 28 Bouverie Street CARLTON VIC 3053",Takeaway Food Services,Seats - Indoor,12,144.9619786541,-37.80566247461877,Carlton,Small (< 30 seats),FALSE,2023
Panda Hot Pot,96-100 Victoria Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,198,144.96417630575002,-37.80649760345587,Carlton,Large (100+ seats),FALSE,2023
The Curtin,John Curtin Hotel 27-31 Lygon Street CARLTON VIC 3053,"Pubs, Taverns and Bars",Seats - Outdoor,16,144.965698550926,-37.806199457999995,Carlton,Small (< 30 seats),TRUE,2023
Professor Walk Cafe,Part Ground Annex Baillieu Library Building 177 230 Grattan Street PARKVILLE VIC 3010,Takeaway Food Services,Seats - Outdoor,30,144.96120873245002,-37.79677209594333,Parkville,Medium (30-99 seats),TRUE,2023
Carte Crepes,Part John Medley Building 191 230 Grattan Street PARKVILLE VIC 3010,Takeaway Food Services,Seats - Outdoor,25,144.96120873245002,-37.79677209594333,Parkville,Small (< 30 seats),TRUE,2023
Standing Room,Part MSD Building 133 230 Grattan Street PARKVILLE VIC 3010,Takeaway Food Services,Seats - Outdoor,17,144.96120873245002,-37.79677209594333,Parkville,Small (< 30 seats),TRUE,2023
Mr Gonzo,Ground 28 Melrose Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,Seats - Indoor,8,144.94213211110008,-37.79471093815,North Melbourne,Small (< 30 seats),FALSE,2023
The Humble Goat,11 Boundary Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Outdoor,4,144.9385382353169,-37.7959138026,North Melbourne,Small (< 30 seats),TRUE,2023
Functions @ Arden,42-48 Straker Street NORTH MELBOURNE VIC 3051,Non-Residential Property Operators,Seats - Indoor,160,144.93722603128683,-37.7965413688,North Melbourne,Large (100+ seats),FALSE,2023
Salt Seafood and Burger Bar,11 Errol Street NORTH MELBOURNE VIC 3051,Takeaway Food Services,Seats - Outdoor,18,144.9490305109795,-37.8047021378,North Melbourne,Small (< 30 seats),TRUE,2023
Toast Kitchen Cafe,Ground 13 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,34,144.9490418803126,-37.8046372075,North Melbourne,Medium (30-99 seats),FALSE,2023
Errol's Cafe,69-71 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,40,144.9490844949228,-37.80345550305,North Melbourne,Medium (30-99 seats),FALSE,2023
Fandango Cafe,97 Errol Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,16,144.94940559968998,-37.8026078103,North Melbourne,Small (< 30 seats),FALSE,2023
French Quarter Patisserie,568 Queensberry Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,24,144.94847507324295,-37.802713248,North Melbourne,Small (< 30 seats),FALSE,2023
El Sabor,500 Victoria Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,70,144.94968088925,-37.80491631983267,North Melbourne,Medium (30-99 seats),FALSE,2023
Ample Cafe Bar,123-129 Howard Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Outdoor,8,144.9536962323,-37.80409742857897,North Melbourne,Small (< 30 seats),TRUE,2023
Le Toaster,Ground 445-447 Queensberry Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Outdoor,22,144.95278571758348,-37.8035877678,North Melbourne,Small (< 30 seats),TRUE,2023
Melbourne Toodouri,260 Victoria Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,60,144.95772342065,-37.805842263627085,North Melbourne,Medium (30-99 seats),FALSE,2023
Classic Curry Company,597 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,30,144.95814352062445,-37.80439442245,North Melbourne,Medium (30-99 seats),FALSE,2023
Souvs On Spencer,655 Spencer Street WEST MELBOURNE VIC 3003,Cafes and Restaurants,Seats - Indoor,28,144.94490496974998,-37.80643150721724,West Melbourne (Residential),Small (< 30 seats),FALSE,2023
Butcher Shop Cafe,72 Hawke Street WEST MELBOURNE VIC 3003,Cafes and Restaurants,Seats - Indoor,10,144.94557750882592,-37.80800426755,West Melbourne (Residential),Small (< 30 seats),FALSE,2023
Embassy Cafe,Ground 541-547 Spencer Street WEST MELBOURNE VIC 3003,Cafes and Restaurants,Seats - Indoor,40,144.94778986074425,-37.80811110685,West Melbourne (Residential),Medium (30-99 seats),FALSE,2023
Lukumades,Ground 81-83 Peel Street WEST MELBOURNE VIC 3003,Takeaway Food Services,Seats - Indoor,8,144.9555795568119,-37.8062870446,West Melbourne (Residential),Small (< 30 seats),FALSE,2023
Hotel Spencer Bar & Grill,Ground 475 Spencer Street WEST MELBOURNE VIC 3003,"Pubs, Taverns and Bars",Seats - Indoor,90,144.94925101372155,-37.80956895705,West Melbourne (Residential),Medium (30-99 seats),FALSE,2023
Kensington Canteen,100 McClure Road KENSINGTON VIC 3031,Cafes and Restaurants,Seats - Outdoor,12,144.9299002472173,-37.7996034301,Kensington,Small (< 30 seats),TRUE,2023
Flemington Racecourse,VRC Administration Offices 448 Epsom Road FLEMINGTON VIC 3031,Horse and Dog Racing Administration and Track Operation,Seats - Indoor,3660,144.91270147044298,-37.78906759725,Kensington,Large (100+ seats),FALSE,2023
Solah,Part Ground 250 Victoria Parade EAST MELBOURNE VIC 3002,Cafes and Restaurants,Seats - Outdoor,12,144.97997943180917,-37.80919443285,East Melbourne,Small (< 30 seats),TRUE,2023
Nar Bangkok,"Shop 2, 391 St Kilda Road MELBOURNE VIC 3004",Cafes and Restaurants,Seats - Indoor,48,144.97571666952277,-37.83548526625,Melbourne (Remainder),Medium (30-99 seats),FALSE,2023
Story So Far,8B Dorcas Street SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Outdoor,16,144.9701751794,-37.829845244375214,Southbank,Small (< 30 seats),TRUE,2023
Little Black,Adjacent Kiosk 204-234 St Kilda Road SOUTHBANK VIC 3006,Takeaway Food Services,Seats - Outdoor,8,144.96941378102912,-37.8245347306,Southbank,Small (< 30 seats),TRUE,2023
Garden Restaurant,Part Ground 180 St Kilda Road SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Indoor,160,144.96862690571044,-37.8227379235,Southbank,Large (100+ seats),FALSE,2023
Ponyfish Island,Kiosk Evan Walker Bridge SOUTHBANK VIC 3006,"Pubs, Taverns and Bars",Seats - Outdoor,120,144.96506466805,-37.81983184253183,Southbank,Large (100+ seats),TRUE,2023
Mad Duck Cafe,92 River Esplanade DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,24,144.94320248314233,-37.824309464349994,Docklands,Small (< 30 seats),FALSE,2023
Portside Deli,3 Central Boulevard PORT MELBOURNE VIC 3207,Cafes and Restaurants,Seats - Indoor,44,144.91884273035805,-37.82228359575,Port Melbourne,Medium (30-99 seats),FALSE,2023
Mr & Mrs Pickles,"Part Ground, 187 Todd Road PORT MELBOURNE VIC 3207",Cafes and Restaurants,Seats - Indoor,16,144.91056664135849,-37.82639283455,Port Melbourne,Small (< 30 seats),FALSE,2023
Baci,"Shop 21, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,Seats - Indoor,120,144.95833415319856,-37.8231615915,Southbank,Large (100+ seats),FALSE,2023
Emporio Pizza & Pasta,"Shop 84, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,Seats - Indoor,150,144.95833415319856,-37.8231615915,Southbank,Large (100+ seats),FALSE,2023
Gradi @ Crown,"Shop 25, Ground 8 Whiteman Street SOUTHBANK VIC 3006",Cafes and Restaurants,Seats - Indoor,200,144.95833415319856,-37.8231615915,Southbank,Large (100+ seats),FALSE,2023
Dock 37 Bar & Kitchen,Part 2 Convention Centre Place SOUTH WHARF VIC 3006,Cafes and Restaurants,Seats - Indoor,152,144.95231929429832,-37.8254299844,Southbank,Large (100+ seats),FALSE,2023
The General Assembly,29 South Wharf Promenade SOUTH WHARF VIC 3006,Cafes and Restaurants,Seats - Outdoor,162,144.9506146124694,-37.82411173505,Southbank,Large (100+ seats),TRUE,2023
Sopranos,"Suite 9-11, 89-91 City Road SOUTHBANK VIC 3006",Cafes and Restaurants,Seats - Indoor,50,144.96511312745,-37.82255516005411,Southbank,Medium (30-99 seats),FALSE,2023
Olmate’s Southbank,Ground 20 Kavanagh Street SOUTHBANK VIC 3006,Cafes and Restaurants,Seats - Indoor,10,144.96582733085,-37.82280782738267,Southbank,Small (< 30 seats),FALSE,2023
The Atlantic Group,Gardens House Royal Botanic Gardens Birdwood Avenue MELBOURNE VIC 3004,Catering Services,Seats - Indoor,86,144.98128178284256,-37.829521399049995,Melbourne (Remainder),Medium (30-99 seats),FALSE,2023
Domain Brasserie,181 Domain Road SOUTH YARRA VIC 3141,Cafes and Restaurants,Seats - Outdoor,36,144.98203544905,-37.83431310662304,South Yarra,Medium (30-99 seats),TRUE,2023
Tradeblock Cafe,Part Ground 597 St Kilda Road MELBOURNE VIC 3004,Cafes and Restaurants,Seats - Indoor,30,144.9819984314978,-37.8497189543,Melbourne (Remainder),Medium (30-99 seats),FALSE,2023
Subway,Ground 221 Spencer Street DOCKLANDS VIC 3008,Takeaway Food Services,Seats - Indoor,18,144.95056413125002,-37.81450895670129,Docklands,Small (< 30 seats),FALSE,2023
Bruno's,Shop 3 Concourse 720 Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,23,144.94910359562044,-37.81791239685,Docklands,Small (< 30 seats),FALSE,2023
Sergy Boy,"Shop 1-2, 699 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Outdoor,58,144.95146863960002,-37.8202011825,Docklands,Medium (30-99 seats),TRUE,2023
Coffee Gauge,"Shop 1, 825 Bourke Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Outdoor,16,144.944155874,-37.82024427437386,Docklands,Small (< 30 seats),TRUE,2023
Tap 831,829-831A Bourke Street DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Outdoor,58,144.94345992296786,-37.82044557405,Docklands,Medium (30-99 seats),TRUE,2023
Kenny's Bakery Cafe,35 Merchant Street DOCKLANDS VIC 3008,Takeaway Food Services,Seats - Indoor,20,144.94368187183846,-37.8209284493,Docklands,Small (< 30 seats),FALSE,2023
Ichimaki 833 Collins,"Shop 10P, 833 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,40,144.94570130102056,-37.82206261995,Docklands,Medium (30-99 seats),FALSE,2023
Heartling,32 Tom Thumb Lane DOCKLANDS VIC 3008,Takeaway Food Services,Seats - Indoor,10,144.9413874296844,-37.8200623134,Docklands,Small (< 30 seats),FALSE,2023
Nourish-D,"Tenancy 1, 859 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Outdoor,12,144.9440036436253,-37.82162859245,Docklands,Small (< 30 seats),TRUE,2023
All Smiles,55B Newquay Promenade DOCKLANDS VIC 3008,Catering Services,Seats - Outdoor,50,144.94141627644387,-37.8153462052,Docklands,Medium (30-99 seats),TRUE,2023
Aim Thai,9 Rakaia Way DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Indoor,36,144.9402116114489,-37.81428809645,Docklands,Medium (30-99 seats),FALSE,2023
Yassas,"Shop 14A, Ground 120 Pearl River Road DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Outdoor,60,144.93658920046647,-37.8118595645,Docklands,Medium (30-99 seats),TRUE,2023
Pimm Thai Cafe,170 Bellair Street KENSINGTON VIC 3031,Cafes and Restaurants,Seats - Outdoor,10,144.92991838145986,-37.79353719315,Kensington,Small (< 30 seats),TRUE,2023
Russells Old Corner Shop Luncheon Room,328-330 King Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,20,144.9542466359237,-37.81255420065,Melbourne (CBD),Small (< 30 seats),FALSE,2018
Bennetts Lane Jazz Club,25 Bennetts Lane MELBOURNE 3000,"Pubs, Taverns and Bars",Seats - Indoor,250,144.96755702107387,-37.80889190335,Melbourne (CBD),Large (100+ seats),FALSE,2018
Cafe On Bourke,"Shop 1, 40-50 Bourke Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,32,144.9716919528,-37.81137105206584,Melbourne (CBD),Medium (30-99 seats),TRUE,2019
Jolly J's,"Shop 8,  Flinders Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,6,144.96655159124998,-37.81724823055968,Melbourne (CBD),Small (< 30 seats),FALSE,2017
Ratee Thai,"Shop 3,  Flinders Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,12,144.96655159124998,-37.81724823055968,Melbourne (CBD),Small (< 30 seats),FALSE,2017
Berth,"Restaurant 1, 45 Newquay Promenade DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,190,144.94183777159998,-37.81514806720368,Docklands,Large (100+ seats),FALSE,2023
Hotel Milan,186-190 Lygon Street CARLTON 3053,"Pubs, Taverns and Bars",Seats - Outdoor,40,144.96693072583696,-37.80264148995404,Carlton,Medium (30-99 seats),TRUE,2006
Peel St Snack Bar,Part 345 Queensberry Street NORTH MELBOURNE 3051,Takeaway Food Services,Seats - Indoor,6,144.9566678142375,-37.80405795851355,North Melbourne,Small (< 30 seats),FALSE,2002
Summer's Garden Bar,494-496 Victoria Street NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,26,144.94982428175,-37.80494136429493,North Melbourne,Small (< 30 seats),FALSE,2022
Cafe 501,Part 501 Swanston Street MELBOURNE 3000,Cafes and Restaurants,Seats - Outdoor,38,144.962032643458,-37.80714595926601,Melbourne (CBD),Medium (30-99 seats),TRUE,2005
J & Ty Cafe,"Part Ground , 140 Queen Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,8,144.96117591195,-37.815389525813366,Melbourne (CBD),Small (< 30 seats),TRUE,2011
Enoteca Oggi,237 Lygon Street CARLTON 3053,Cafes and Restaurants,Seats - Outdoor,14,144.9667714876354,-37.7998670597,Carlton,Small (< 30 seats),TRUE,2011
Bakers Delight Holdings Limited,319 Lygon Street CARLTON 3053,Takeaway Food Services,Seats - Outdoor,8,144.967133648971,-37.79786035935,Carlton,Small (< 30 seats),TRUE,2011
Royal Park Hotel/Pub,399-405 Queensberry Street NORTH MELBOURNE 3051,"Pubs, Taverns and Bars",Seats - Outdoor,25,144.95431461865493,-37.80378744545,North Melbourne,Small (< 30 seats),TRUE,2011
Exxonmobil Australia Pty Ltd,"Part Ground , 12 Riverside Quay SOUTHBANK 3006",Oil and Gas Extraction,Seats - Indoor,60,144.9647460473376,-37.82070322195,Southbank,Medium (30-99 seats),FALSE,2012
Little Sista,236 Little Collins Street MELBOURNE 3000,"Pubs, Taverns and Bars",Seats - Indoor,80,144.96680036332666,-37.8141314686,Melbourne (CBD),Medium (30-99 seats),FALSE,2017
Golden Orchid Restaurant,"Part Gnd & Mezz , 126 Little Bourke Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,4,144.968759964,-37.811311689755186,Melbourne (CBD),Small (< 30 seats),TRUE,2018
