trading_name,business_address,industry_desc,seating_type,num_seats,longitude,latitude,clue_area,seating_category,has_outdoor,census_year
Princess Theatre,163-181 Spring Street MELBOURNE VIC 3000,Performing Arts Operation,Seats - Outdoor,28,144.97232573703053,-37.81072529955,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Cafe Dominos,525 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,30,144.9566481269863,-37.81427997455,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
Blok M Express,380 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,50,144.96132807458443,-37.8135435217,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Shanghai Dumpling,Gnd & Flr1 23 Tattersalls Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,40,144.96543702245242,-37.81186417405,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Manchuria,Level 1 7-9 Waratah Place MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Indoor,45,144.96699031789075,-37.8116248871,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Pepper Lunch,Ground 307-311 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,68,144.9615610497648,-37.8114685386,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Papparich,11 QV Square MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,80,144.965725053002,-37.81067861705,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
HATS AND TATTS CITY,Level 1 246 Russell Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Indoor,70,144.9673253507496,-37.81047428985,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Sam Spade,Ground 333 La Trobe Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,10,144.95964474325,-37.81106975868231,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Byrdi,"Shop 75, Ground 300 Lonsdale Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,62,144.96283887063584,-37.8109017475,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Gong Cha,"Shop 236, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,12,144.96283887063584,-37.8109017475,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Omi Melbourne Central,"Shop 149, Level 1 300 Lonsdale Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,12,144.96283887063584,-37.8109017475,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Rustica,"Shop 226, Level 2 300 Lonsdale Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,38,144.96283887063584,-37.8109017475,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
Six Po Hot Pot,229 Russell Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,30,144.9671162047225,-37.811295191750006,Melbourne (CBD),Medium (30-99 seats),FALSE,2019
Spinifex Cafe,192 Bellair Street KENSINGTON VIC 3031,Cafes and Restaurants,Seats - Indoor,32,144.93005109097055,-37.79405257505,Kensington,Medium (30-99 seats),FALSE,2020
Pho Kingdom And Cafe,Part Ground 335 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,3,144.96322586075,-37.81784716661798,Melbourne (CBD),Small (< 30 seats),TRUE,2021
8 Ounce,"Shop 1, Ground 300 Flinders Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,80,144.96399584413615,-37.818057636549995,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Brotherhood Cafe,43 Caravel Lane DOCKLANDS VIC 3008,Cafes and Restaurants,Seats - Outdoor,24,144.94067461368837,-37.81492162525,Docklands,Small (< 30 seats),TRUE,2023
Pepperoni's,7A Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,60,144.96455049040503,-37.8179319698,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Brioche By Philip,Part Ground 99 Queen Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,25,144.9609639422086,-37.81625398385,Melbourne (CBD),Small (< 30 seats),FALSE,2021
Cafe 60,Ground 60 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,60,144.97162391175,-37.81362018824976,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Cocoa Bean Cafe,Part Ground 140 William Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,80,144.95890545409205,-37.816010875649994,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Earl Canteen,"Shop 5B, 500 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,28,144.9587722405,-37.81494328910046,Melbourne (CBD),Small (< 30 seats),FALSE,2021
Berto's Bar,Ground 180 William Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,50,144.958087631633,-37.81476817135,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Schnitz,203 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,20,144.96260460643356,-37.81366310165,Melbourne (CBD),Small (< 30 seats),FALSE,2021
Zao Buer BBQ & Bar,Level 3 263 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,34,144.96495886702792,-37.812719289499995,Melbourne (CBD),Medium (30-99 seats),TRUE,2021
The Lab - Nitrogen Gelato,Ground 188 Bourke Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Outdoor,8,144.9676138651,-37.81269719786064,Melbourne (CBD),Small (< 30 seats),TRUE,2021
Locanda Italian Steakhouse,Part Ground 174-192 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,34,144.97059788809,-37.8112189809,Melbourne (CBD),Medium (30-99 seats),TRUE,2021
Hudsons Coffee Melbourne Private,Cafe RMH Private Hospital 1F Royal Parade PARKVILLE VIC 3050,Cafes and Restaurants,Seats - Outdoor,20,144.95634032406662,-37.79863147575,Parkville,Small (< 30 seats),TRUE,2021
Little Bang Espresso,"Kiosk , Level 2, 750-750 Collins Street DOCKLANDS 3008",Takeaway Food Services,Seats - Indoor,12,144.9493337613888,-37.8199994864,Docklands,Small (< 30 seats),FALSE,2019
Shinsei Rice & Sushi Bar,"Level 2, 750 Collins Street DOCKLANDS 3008",Cafes and Restaurants,Seats - Indoor,72,144.9493337613888,-37.8199994864,Docklands,Medium (30-99 seats),FALSE,2019
Her Thai,159 Bourke Street MELBOURNE 3000,Cafes and Restaurants,Seats - Outdoor,2,144.96881879738217,-37.812882583719286,Melbourne (CBD),Small (< 30 seats),TRUE,2003
Rider +,17-19 Hardware Lane MELBOURNE 3000,Sport and Camping Equipment Retailing,Seats - Outdoor,12,144.96137084310348,-37.81419616229549,Melbourne (CBD),Small (< 30 seats),TRUE,2003
The Terrace on Exhibition,"Shop 2, Ground 333 Exhibition Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,15,144.96805995219304,-37.80780089184999,Melbourne (CBD),Small (< 30 seats),TRUE,2021
Cafe Keblaki,Ground 362 Spencer Street WEST MELBOURNE VIC 3003,Cafes and Restaurants,Seats - Indoor,43,144.9511746339513,-37.811889677,West Melbourne (Residential),Medium (30-99 seats),FALSE,2021
New York Minute,Part 237 Faraday Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Outdoor,24,144.96629563235,-37.79881346468293,Carlton,Small (< 30 seats),TRUE,2021
DOC Delicatessen,330 Lygon Street CARLTON VIC 3053,Other Specialised Food Retailing,Seats - Indoor,6,144.96748376871662,-37.7992631858,Carlton,Small (< 30 seats),FALSE,2021
Yunique,"Unit 4, Ground 488 Swanston Street CARLTON VIC 3053",Cafes and Restaurants,Seats - Indoor,30,144.9635432561037,-37.8055846339,Carlton,Medium (30-99 seats),FALSE,2021
Biryani House,Ground 343 King Street WEST MELBOURNE VIC 3003,Cafes and Restaurants,Seats - Indoor,24,144.95357247841412,-37.812238834949994,West Melbourne (Residential),Small (< 30 seats),FALSE,2022
Fresh Food Market Hawkers,65 Swanston Street MELBOURNE 3000,Takeaway Food Services,Seats - Indoor,14,144.96653060483894,-37.81612998995,Melbourne (CBD),Small (< 30 seats),FALSE,2015
Green Light Cafe & Sandwich Bar,80A Munster Terrace NORTH MELBOURNE 3051,Takeaway Food Services,Seats - Indoor,6,144.94181696386335,-37.8032849825,North Melbourne,Small (< 30 seats),FALSE,2015
Bistro Vite,96 Lorimer Street DOCKLANDS 3008,Cafes and Restaurants,Seats - Outdoor,30,144.94388869460528,-37.824596310649994,Docklands,Medium (30-99 seats),TRUE,2015
Hare & Grace,"Level 1, 62-66 King Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,40,144.95715687419798,-37.81874702115701,Melbourne (CBD),Medium (30-99 seats),TRUE,2016
Hyde,312 Russell Street MELBOURNE 3000,"Pubs, Taverns and Bars",Seats - Indoor,40,144.9668252164964,-37.80932654189252,Melbourne (CBD),Medium (30-99 seats),FALSE,2007
Yang Guang Cafe,14-22 Heffernan Lane MELBOURNE 3000,Takeaway Food Services,Seats - Indoor,12,144.9667987039,-37.81169945346378,Melbourne (CBD),Small (< 30 seats),FALSE,2013
Schon Cafe Restaurant & Function Venue,112 Peel Street NORTH MELBOURNE 3051,Technical and Vocational Education and Training,Seats - Indoor,40,144.9566092060741,-37.80551511965,North Melbourne,Medium (30-99 seats),FALSE,2013
Groovy Bean Cafe,"Shop 3, Ground , 546 Flinders Street MELBOURNE 3000",Takeaway Food Services,Seats - Indoor,2,144.9561478466,-37.82050224349827,Melbourne (CBD),Small (< 30 seats),FALSE,2014
Fifty Six Threads Cafe,"Shop , 56 Derby Street KENSINGTON 3031",Cafes and Restaurants,Seats - Outdoor,24,144.92666465528686,-37.796883597355475,Kensington,Small (< 30 seats),TRUE,2016
The Albany,1-23 Millswyn Street SOUTH YARRA 3141,Accommodation,Seats - Indoor,40,144.97975593632526,-37.83705135252301,South Yarra,Medium (30-99 seats),FALSE,2016
Chocolate Buddha,"Tenancy 22, Alfred Deakin Building Federation Square 2 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,110,144.96994164279243,-37.817777826050005,Melbourne (CBD),Large (100+ seats),FALSE,2023
Lau's Cafe 888,537 Flinders Lane MELBOURNE VIC 3000,Takeaway Food Services,Seats - Outdoor,18,144.95648638781466,-37.819875445799994,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Tazio,Basement & Ground - Lvl 1 91 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,20,144.97121779675,-37.81541282961696,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Bullrun,Ground 107 Flinders Lane MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,8,144.970834384,-37.815606546589706,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Alluvial Restaurant,Part Ground 495 Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,110,144.95811744965,-37.81853994654838,Melbourne (CBD),Large (100+ seats),FALSE,2023
Oak and Vine,"Unit 1R-2R, Ground 60 Market Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,188,144.9608187218783,-37.817777314249994,Melbourne (CBD),Large (100+ seats),FALSE,2023
Huxtaburger,"Tenancy 11, 1-11 Fulham Place MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,15,144.96279108305,-37.81729659038814,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Vapiano,"Tenancy 3-5, 332-340 Flinders Lane MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,250,144.96279108305,-37.81729659038814,Melbourne (CBD),Large (100+ seats),FALSE,2023
KFC,616 Collins Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,10,144.95435075675,-37.81867521100554,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Miss Siam Thai Cuisine,"Shop 2, 576 Collins Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,12,144.95542417545,-37.81836589576574,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Brim CC,"Unit 38A, Ground 601 Little Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,12,144.95490436805,-37.81802842820203,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Henry and the Fox,"Shop 10-12, 500 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,181,144.9574758159,-37.81756267366522,Melbourne (CBD),Large (100+ seats),FALSE,2023
O-Bento,"Shop 5RA, 500 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,75,144.9574758159,-37.81756267366522,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
OAKS ON COLLINS,Levels 1 & 5-18 480 Collins Street MELBOURNE VIC 3000,Accommodation,Seats - Indoor,80,144.95795311040456,-37.81765020845,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Treviso,Basement 8 Bank Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,85,144.96064604214507,-37.816691594,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Disciples of Epicurus,16 Equitable Place MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,45,144.96349601874448,-37.81591920735,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Momo Central,347 Little Collins Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,20,144.96330054055,-37.815577516659154,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Byblos Bar & Restaurant,"Shop 12, Ground 18-38 Siddeley Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Outdoor,80,144.9537825432986,-37.8225810113,Docklands,Medium (30-99 seats),TRUE,2022
Chamman Pizza,154-156 Rathdowne Street CARLTON VIC 3053,Takeaway Food Services,Seats - Indoor,15,144.97107405890344,-37.7958569609,Carlton,Small (< 30 seats),FALSE,2022
The Dumplings & Tea Co,196 Pelham Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,24,144.95923493073423,-37.801857259550005,Carlton,Small (< 30 seats),FALSE,2022
Mama Tsai,165 Pelham Street CARLTON VIC 3053,Cafes and Restaurants,Seats - Indoor,28,144.9610729209,-37.802392540067665,Carlton,Small (< 30 seats),FALSE,2022
Avobowl,81 Flemington Road NORTH MELBOURNE VIC 3051,Cafes and Restaurants,Seats - Indoor,20,144.95314012710293,-37.79878818025,North Melbourne,Small (< 30 seats),FALSE,2022
Epicure Kitchen Cafe,Ground 549 St Kilda Road MELBOURNE VIC 3004,Cafes and Restaurants,Seats - Outdoor,56,144.9802819032385,-37.84658907795,Melbourne (Remainder),Medium (30-99 seats),TRUE,2022
Corner Co 1903,Part Ground 235-239 City Road SOUTHBANK VIC 3006,Takeaway Food Services,Seats - Indoor,10,144.96002989146908,-37.82626523005,Southbank,Small (< 30 seats),FALSE,2022
Code Black,"Shop 10, Ground 800 Collins Street DOCKLANDS VIC 3008",Takeaway Food Services,Seats - Indoor,8,144.94583261984098,-37.82104415505,Docklands,Small (< 30 seats),FALSE,2022
Poke Bay,"Shop 7, Ground 800 Collins Street DOCKLANDS VIC 3008",Takeaway Food Services,Seats - Indoor,6,144.94583261984098,-37.82104415505,Docklands,Small (< 30 seats),FALSE,2022
Spicy Kitchen Docklands,"Shop 1, Ground 800 Collins Street DOCKLANDS VIC 3008",Cafes and Restaurants,Seats - Indoor,72,144.94583261984098,-37.82104415505,Docklands,Medium (30-99 seats),FALSE,2022
Cafe Segovia,36 Block Place MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,21,144.964390164495,-37.81526835295,Melbourne (CBD),Small (< 30 seats),FALSE,2017
NY Deli,"Shop 1, Ground , 160 Queen Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,70,144.9610009204,-37.81452594966227,Melbourne (CBD),Medium (30-99 seats),TRUE,2017
Old Hankau,654 Elizabeth Street MELBOURNE 3000,Cafes and Restaurants,Seats - Indoor,30,144.95852121059102,-37.8030782011,Carlton,Medium (30-99 seats),FALSE,2017
Marios On The Wheels,"Part Ground , 233 William Street MELBOURNE 3000",Takeaway Food Services,Seats - Indoor,6,144.95678458562983,-37.8134937162,Melbourne (CBD),Small (< 30 seats),FALSE,2018
Bakery Cafe Victoria,"Ground , 285 La Trobe Street MELBOURNE 3000",Cafes and Restaurants,Seats - Indoor,50,144.96082935425,-37.81074639990341,Melbourne (CBD),Medium (30-99 seats),FALSE,2013
Abbot's Seafood,253 Abbotsford Street NORTH MELBOURNE 3051,Takeaway Food Services,Seats - Outdoor,2,144.9454531679633,-37.80132776477555,North Melbourne,Small (< 30 seats),TRUE,2002
Carlton Mega Bytes,68-70 Victoria Street CARLTON 3053,Cafes and Restaurants,Seats - Outdoor,84,144.96549952700002,-37.80671725615824,Carlton,Medium (30-99 seats),TRUE,2008
Rubber City Cafe,433-439 Spencer Street WEST MELBOURNE 3003,Cafes and Restaurants,Seats - Indoor,22,144.9498552758227,-37.810457767991835,West Melbourne (Residential),Small (< 30 seats),FALSE,2006
Hanabishi Japanese Restaurant,187 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,70,144.95512427588233,-37.8157910818,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Dotspot,670 Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,100,144.95403695894998,-37.81627027111786,Melbourne (CBD),Large (100+ seats),FALSE,2021
Ta-Ta House,179 Russell Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,80,144.96753148643734,-37.81225892585,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Famous Hotpot & BBQ,113 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,120,144.9691026511,-37.811562017262744,Melbourne (CBD),Large (100+ seats),FALSE,2021
Nando's,Ground 380 Elizabeth Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,18,144.9614894677607,-37.8098575499,Melbourne (CBD),Small (< 30 seats),TRUE,2021
Dear Fry Day,395A Swanston Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,8,144.96324612925957,-37.8092779368,Melbourne (CBD),Small (< 30 seats),FALSE,2021
Blue Bag,43 Exhibition Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,10,144.9715754974218,-37.81501688045,Melbourne (CBD),Small (< 30 seats),TRUE,2020
Shuji Sushi,"Shop 1-2, Ground 601 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,80,144.95618282897607,-37.8165280281,Melbourne (CBD),Medium (30-99 seats),FALSE,2020
Easy Cafe,"Basement , 220 Bourke Street MELBOURNE 3000",Internet Service Providers and Web Search Portals,Seats - Indoor,70,144.966737328,-37.81291282461372,Melbourne (CBD),Medium (30-99 seats),FALSE,2017
B3 Cafe,"Ground , 487 Flinders Lane MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,6,144.9577125516308,-37.81937994265,Melbourne (CBD),Small (< 30 seats),TRUE,2018
Engel's Espresso,"Shop 1, Ground , 20 Collins Street MELBOURNE 3000",Takeaway Food Services,Seats - Indoor,15,144.9728921537,-37.81330491860781,Melbourne (CBD),Small (< 30 seats),FALSE,2018
Tempo Bar & Cafe,"Part Ground , 114 William Street MELBOURNE 3000",Cafes and Restaurants,Seats - Outdoor,20,144.95892243469473,-37.81630666325,Melbourne (CBD),Small (< 30 seats),TRUE,2018
Great Western Hotel,204-208 King Street MELBOURNE 3000,"Pubs, Taverns and Bars",Seats - Outdoor,30,144.95548344509194,-37.815211851300006,Melbourne (CBD),Medium (30-99 seats),TRUE,2018
Little League,Part 141 La Trobe Street MELBOURNE 3000,Takeaway Food Services,Seats - Outdoor,9,144.96747965974998,-37.808775219912064,Melbourne (CBD),Small (< 30 seats),TRUE,2018
GT Internet Game Club,71-73 A'Beckett Street MELBOURNE 3000,Internet Service Providers and Web Search Portals,Seats - Indoor,20,144.9615816375,-37.80924224684354,Melbourne (CBD),Small (< 30 seats),FALSE,2018
Kensington Pizza,1 Gower Street KENSINGTON 3031,Cafes and Restaurants,Seats - Indoor,42,144.9301068712,-37.794644987014365,Kensington,Medium (30-99 seats),FALSE,2018
Korean BBQ Buffet,141 Lonsdale Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,70,144.96826089785,-37.81078634315927,Melbourne (CBD),Medium (30-99 seats),FALSE,2021
Iseya Icecream Bar And Cafe,"Shop 1-2, Ground 376 Flinders Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,20,144.9615539836168,-37.81884131955,Melbourne (CBD),Small (< 30 seats),FALSE,2020
Subway,"Unit 1C, Ground 416-420 Collins Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,22,144.96030797294998,-37.817018926542445,Melbourne (CBD),Small (< 30 seats),FALSE,2020
Sushi Hut,"Shop 6A, 353 Little Collins Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Outdoor,8,144.96299531095,-37.815698280289155,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Barbarella Gelato & Wine,"Shop 22A, Block Arcade MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,35,144.96434075395388,-37.81552770375,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
The Victoria Hotel Melbourne,The Victoria Hotel 215 Little Collins Street MELBOURNE VIC 3000,Accommodation,Seats - Indoor,120,144.96708078558916,-37.81446502085,Melbourne (CBD),Large (100+ seats),FALSE,2023
People's Coffee,7 Benson Walk MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,8,144.9706863215771,-37.81363930815,Melbourne (CBD),Small (< 30 seats),FALSE,2023
The Next Hotel Melbourne,103 Little Collins Street MELBOURNE VIC 3000,Accommodation,Seats - Indoor,80,144.9706863215771,-37.81363930815,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Bar Lourinha,37 Little Collins Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Outdoor,16,144.9724927199,-37.812784372789494,Melbourne (CBD),Small (< 30 seats),TRUE,2023
The Royal Melbourne Hotel,621-633 Bourke Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Outdoor,72,144.95522770859998,-37.81686701935196,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
Salero Kito Padang Melbourne,"Shop 18, 239 Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,25,144.966619556,-37.81373785326741,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Otherside Coffee,188 Little Collins Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,8,144.9675811687,-37.81390744936704,Melbourne (CBD),Small (< 30 seats),FALSE,2023
The Crafty Squire,115-127 Russell Street MELBOURNE VIC 3000,"Pubs, Taverns and Bars",Seats - Indoor,100,144.96815337114998,-37.81368233014109,Melbourne (CBD),Large (100+ seats),FALSE,2023
The Meating House,"Shop 1, Ground 121 Exhibition Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,20,144.97010937553796,-37.81281419155,Melbourne (CBD),Small (< 30 seats),TRUE,2023
La Di Da,188-200 King Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,80,144.9556241679,-37.81551358122934,Melbourne (CBD),Medium (30-99 seats),TRUE,2023
Slate Restaurant Bar,"Tenancy 9, 515 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,80,144.9573920138448,-37.815318936249994,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Rock the Wok,"Tenancy 8, Ground 181 William Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,24,144.9573920138448,-37.815318936249994,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Brother Baba Budan,359 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,16,144.9621706639631,-37.81353239555,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Soul Cafe,"Shop 8, 195 Swanston Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,42,144.96501083586128,-37.8130993046,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Two Peck Crispy Chicken,"Shop 18, 194-200 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,5,144.9672689638,-37.812419039991525,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Dessert Story,195 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,60,144.96682678374998,-37.81221737247719,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Cambodia's Kitchen,175 Russell Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,45,144.96756870111153,-37.8123354408,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Red Emperor In Chinatown,131 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,300,144.9688385527,-37.81203485275635,Melbourne (CBD),Large (100+ seats),FALSE,2023
D MARCOS ESPRESSO BAR,"Shop 11, LwrGround 108 Bourke Street MELBOURNE VIC 3000",Takeaway Food Services,Seats - Indoor,10,144.96976088474997,-37.81172679558099,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Momo / Gyoza Gyoza,Gnd & Mezz 115-117 Little Bourke Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Outdoor,3,144.9690100679,-37.8115883828179,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Kebab Society,217 King Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,6,144.95485890994968,-37.815149569400006,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Bon Bon Boy - Spencer Street,"Shop 102T-103T, LwrGround 656 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Outdoor,20,144.9536079679469,-37.81541879235,Melbourne (CBD),Small (< 30 seats),TRUE,2023
Denmark House,"Suite 301, Level 3 428 Little Bourke Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,45,144.95972661730002,-37.813924256243226,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Gasthaus On Queen,211-213 Queen Street MELBOURNE VIC 3000,Cafes and Restaurants,Seats - Indoor,55,144.95990660335167,-37.81386712285,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Luis BBQ & Pizza,Part 231 Elizabeth Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,18,144.9622827192137,-37.8132133822,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Nola,Level 1 56 Hardware Lane MELBOURNE VIC 3000,Catering Services,Seats - Indoor,50,144.96126215167345,-37.8133947948,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Smith Kebabs,233 Exhibition Street MELBOURNE VIC 3000,Takeaway Food Services,Seats - Indoor,10,144.96951282831378,-37.81050752475,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Bettys Burgers & Concrete Co. Exhibition Street,"Tenancy 2, Ground 222 Exhibition Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,65,144.97048167014998,-37.810474703008225,Melbourne (CBD),Medium (30-99 seats),FALSE,2023
Father John Cafe,"Shop 1, 201 Spring Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,21,144.97204769616053,-37.81012626235,Melbourne (CBD),Small (< 30 seats),FALSE,2023
Benny's Bakery Cafe,"Shop N, 535 Little Lonsdale Street MELBOURNE VIC 3000",Cafes and Restaurants,Seats - Indoor,12,144.95600158025002,-37.81346261063083,Melbourne (CBD),Small (< 30 seats),FALSE,2023
